epoch,step,test_loss,train_loss,val_loss
2,3549,,0.6544124484062195,
2,3599,,0.6804760098457336,
2,3649,,0.6073933839797974,
2,3699,,0.6188226342201233,
2,3749,,0.6586007475852966,
2,3799,,0.6011143922805786,
2,3849,,0.6378193497657776,
2,3899,,0.6118170022964478,
2,3949,,0.5981742143630981,
2,3999,,0.6572779417037964,
2,4049,,0.6925116181373596,
2,4099,,0.5886839628219604,
2,4149,,0.6448166370391846,
2,4199,,0.6481567621231079,
2,4249,,0.6244117617607117,
2,4299,,0.6635013222694397,
2,4349,,0.6121436357498169,
2,4399,,0.6044440269470215,
2,4449,,0.6337418556213379,
2,4499,,0.624761700630188,
2,4549,,0.635016918182373,
2,4599,,0.572832465171814,
2,4649,,0.6245094537734985,
2,4699,,0.631596565246582,
2,4749,,0.645485520362854,
2,4799,,0.6378872394561768,
2,4849,,0.6077036261558533,
2,4899,,0.5976383090019226,
2,4949,,0.6938171982765198,
2,4999,,0.5233473777770996,
2,5049,,0.5986188054084778,
2,5099,,0.6532219648361206,
2,5149,,0.6690900921821594,
2,5150,,,0.6329333186149597
3,5199,,0.6408742070198059,
3,5249,,0.7090351581573486,
3,5299,,0.6293975114822388,
3,5349,,0.5905740261077881,
3,5399,,0.5878764986991882,
3,5449,,0.6757872104644775,
3,5499,,0.6561121940612793,
3,5549,,0.6370432376861572,
3,5599,,0.6970349550247192,
3,5649,,0.6231074929237366,
3,5699,,0.6230327486991882,
3,5749,,0.618826687335968,
3,5799,,0.6077845096588135,
3,5849,,0.6362935304641724,
3,5899,,0.5950109362602234,
3,5949,,0.628248929977417,
3,5999,,0.5968735218048096,
3,6049,,0.6094905734062195,
3,6099,,0.5847905278205872,
3,6149,,0.597260594367981,
3,6199,,0.6432523131370544,
3,6249,,0.680472731590271,
3,6299,,0.6542319655418396,
3,6349,,0.6742968559265137,
3,6399,,0.6426960825920105,
3,6449,,0.6299415826797485,
3,6499,,0.6469860672950745,
3,6549,,0.6763725280761719,
3,6599,,0.6193486452102661,
3,6649,,0.6591176390647888,
3,6699,,0.6821992993354797,
3,6749,,0.6181507110595703,
3,6799,,0.6219300031661987,
3,6849,,0.6311782002449036,
3,6867,,,0.6321856379508972
4,6899,,0.585243821144104,
4,6949,,0.6589438319206238,
4,6999,,0.5994622707366943,
4,7049,,0.7101922631263733,
4,7099,,0.591361403465271,
4,7149,,0.6084626913070679,
4,7199,,0.6387926340103149,
4,7249,,0.6921740770339966,
4,7299,,0.6277103424072266,
4,7349,,0.651675283908844,
4,7399,,0.5850393772125244,
4,7449,,0.6341456770896912,
4,7499,,0.6161931753158569,
4,7549,,0.6157160997390747,
4,7599,,0.6158264875411987,
4,7649,,0.6590533256530762,
4,7699,,0.6453554630279541,
4,7749,,0.6481138467788696,
4,7799,,0.6485069990158081,
4,7849,,0.6236315965652466,
4,7899,,0.6458207964897156,
4,7949,,0.6480217576026917,
4,7999,,0.5938952565193176,
4,8049,,0.630925178527832,
4,8099,,0.5805114507675171,
4,8149,,0.6446049809455872,
4,8199,,0.6005767583847046,
4,8249,,0.6203943490982056,
4,8299,,0.5763019919395447,
4,8349,,0.6698273420333862,
4,8399,,0.6560431718826294,
4,8449,,0.6524388194084167,
4,8499,,0.6496269702911377,
4,8549,,0.6093246340751648,
4,8584,,,0.6322456002235413
5,8599,,0.5790977478027344,
5,8649,,0.6009555459022522,
5,8699,,0.6379646062850952,
5,8749,,0.610308051109314,
5,8799,,0.6769283413887024,
5,8849,,0.583986222743988,
5,8899,,0.5980047583580017,
5,8949,,0.5857640504837036,
5,8999,,0.6778563261032104,
5,9049,,0.6626169681549072,
5,9099,,0.663923978805542,
5,9149,,0.5910188555717468,
5,9199,,0.6070252060890198,
5,9249,,0.6468467712402344,
5,9299,,0.8542732000350952,
5,9349,,0.5895394086837769,
5,9399,,0.6165175437927246,
5,9449,,0.6906800270080566,
5,9499,,0.7197297811508179,
5,9549,,0.6024011969566345,
5,9599,,0.5748363733291626,
5,9649,,0.6254490613937378,
5,9699,,0.6809920072555542,
5,9749,,0.6440554857254028,
5,9799,,0.6176985502243042,
5,9849,,0.6676232218742371,
5,9899,,0.5798935890197754,
5,9949,,0.6688322424888611,
5,9999,,0.6258209943771362,
5,10049,,0.6603364944458008,
5,10099,,0.670464038848877,
5,10149,,0.6651052236557007,
5,10199,,0.7249385118484497,
5,10249,,0.5509570837020874,
5,10299,,0.6397438049316406,
5,10301,,,0.6366822719573975
6,10349,,0.6375981569290161,
6,10399,,0.6360974311828613,
6,10449,,0.684916079044342,
6,10499,,0.6224632263183594,
6,10549,,0.5998471975326538,
6,10599,,0.6318077445030212,
6,10649,,0.6120302677154541,
6,10699,,0.6275713443756104,
6,10749,,0.6610385775566101,
6,10799,,0.6476730108261108,
6,10849,,0.6521432399749756,
6,10899,,0.6564733386039734,
6,10949,,0.6364603042602539,
6,10999,,0.6443344354629517,
6,11049,,0.6261946558952332,
6,11099,,0.7140486240386963,
6,11149,,0.6617247462272644,
6,11199,,0.6518166661262512,
6,11249,,0.6057705879211426,
6,11299,,0.6430134177207947,
6,11349,,0.5922734141349792,
6,11399,,0.6872050762176514,
6,11449,,0.6582125425338745,
6,11499,,0.6448460817337036,
6,11549,,0.6429299116134644,
6,11599,,0.6625306606292725,
6,11649,,0.6383787393569946,
6,11699,,0.5398194789886475,
6,11749,,0.672880232334137,
6,11799,,0.646912157535553,
6,11849,,0.6657323241233826,
6,11899,,0.6020069718360901,
6,11949,,0.6154763698577881,
6,11999,,0.635694146156311,
6,12018,,,0.6318328380584717
7,12049,,0.6480490565299988,
7,12099,,0.5984092950820923,
7,12149,,0.6497098803520203,
7,12199,,0.5275502800941467,
7,12249,,0.5330148935317993,
7,12299,,0.6550254821777344,
7,12349,,0.61476731300354,
7,12399,,0.5969358086585999,
7,12449,,0.6102069616317749,
7,12499,,0.6466917991638184,
7,12549,,0.612579345703125,
7,12599,,0.6358331441879272,
7,12649,,0.6779413223266602,
7,12699,,0.6682459115982056,
7,12749,,0.5664502382278442,
7,12799,,0.6170743107795715,
7,12849,,0.5676370859146118,
7,12899,,0.5797766447067261,
7,12949,,0.6132283210754395,
7,12999,,0.7306393980979919,
7,13049,,0.5939241647720337,
7,13099,,0.6555755138397217,
7,13149,,0.6397750377655029,
7,13199,,0.6616325378417969,
7,13249,,0.5113311409950256,
7,13299,,0.6339118480682373,
7,13349,,0.6078288555145264,
7,13399,,0.6568033695220947,
7,13449,,0.6154063940048218,
7,13499,,0.6968018412590027,
7,13549,,0.5026054978370667,
7,13599,,0.6781870126724243,
7,13649,,0.6248125433921814,
7,13699,,0.6335052251815796,
7,13735,,,0.6338080763816833
8,13749,,0.6973726749420166,
8,13799,,0.576985239982605,
8,13849,,0.6386311054229736,
8,13899,,0.6320906281471252,
8,13949,,0.687575101852417,
8,13999,,0.6256135702133179,
8,14049,,0.6433401107788086,
8,14099,,0.5538188815116882,
8,14149,,0.6683417558670044,
8,14199,,0.6329914331436157,
8,14249,,0.6617230772972107,
8,14299,,0.5861321687698364,
8,14349,,0.5170948505401611,
8,14399,,0.6528010964393616,
8,14449,,0.6750728487968445,
8,14499,,0.6277345418930054,
8,14549,,0.6367412805557251,
8,14599,,0.6570684313774109,
8,14649,,0.6389193534851074,
8,14699,,0.6123526692390442,
8,14749,,0.6130976676940918,
8,14799,,0.6649148464202881,
8,14849,,0.6537286043167114,
8,14899,,0.5827018022537231,
8,14949,,0.6365648508071899,
8,14999,,0.6416361331939697,
8,15049,,0.6136981248855591,
8,15099,,0.6189401745796204,
8,15149,,0.6203545331954956,
8,15199,,0.6205625534057617,
8,15249,,0.5985774993896484,
8,15299,,0.6176420450210571,
8,15349,,0.6378695964813232,
8,15399,,0.6213663816452026,
8,15449,,0.594295084476471,
8,15452,,,0.6348576545715332
9,15499,,0.6649446487426758,
9,15549,,0.6459023952484131,
9,15599,,0.6323274374008179,
9,15649,,0.7010075449943542,
9,15699,,0.620143711566925,
9,15749,,0.617952823638916,
9,15799,,0.7102843523025513,
9,15849,,0.6439852714538574,
9,15899,,0.6066312193870544,
9,15949,,0.6641344428062439,
9,15999,,0.6145654320716858,
9,16049,,0.5937988758087158,
9,16099,,0.6309906840324402,
9,16149,,0.6339032649993896,
9,16199,,0.645165205001831,
9,16249,,0.6815261244773865,
9,16299,,0.679448664188385,
9,16349,,0.6706087589263916,
9,16399,,0.6344246864318848,
9,16449,,0.6415790319442749,
9,16499,,0.6111076474189758,
9,16549,,0.637951135635376,
9,16599,,0.6412340402603149,
9,16649,,0.6194352507591248,
9,16699,,0.6362156867980957,
9,16749,,0.6439840197563171,
9,16799,,0.6482303142547607,
9,16849,,0.6579119563102722,
9,16899,,0.5837792754173279,
9,16949,,0.6188518404960632,
9,16999,,0.6341974139213562,
9,17049,,0.6156875491142273,
9,17099,,0.6554259657859802,
9,17149,,0.6032096147537231,
9,17169,,,0.6324166059494019
10,17170,0.6310411691665649,,
